Competition,Sex,Event,Year,Venue,Round,Heat,Wind,Sprinter,FinishTime,ReactionTime,Result
Europeans,Womens,60m,2013,Gotenburg,2,1,NA,Ivet Lalova,7.14,0.136,Qualified
Europeans,Womens,60m,2013,Gotenburg,2,1,NA,Verena Sailer,7.18,0.139,Qualified
Europeans,Womens,60m,2013,Gotenburg,2,1,NA,Dafne Schippers,7.18,0.163,Qualified
Europeans,Womens,60m,2013,Gotenburg,2,1,NA,Kate_ina _echov‡,7.26,0.141,Eliminated
Europeans,Womens,60m,2013,Gotenburg,2,1,NA,Audrey Alloh,7.33,0.162,Eliminated
Europeans,Womens,60m,2013,Gotenburg,2,1,NA,Amy Foster,7.37,0.133,Eliminated
Europeans,Womens,60m,2013,Gotenburg,2,1,NA,Yuliya Katsura,7.43,0.166,Eliminated
Europeans,Womens,60m,2013,Gotenburg,2,2,NA,Myriam Soumar_,7.07,0.156,Qualified
Europeans,Womens,60m,2013,Gotenburg,2,2,NA,Asha Philip,7.17,0.145,Qualified
Europeans,Womens,60m,2013,Gotenburg,2,2,NA,Ezinne Okparaebo,7.19,0.152,Qualified
Europeans,Womens,60m,2013,Gotenburg,2,2,NA,Jamile Samuel,7.26,0.15,Eliminated
Europeans,Womens,60m,2013,Gotenburg,2,2,NA,Nataliya Pohrebnyak,7.31,0.162,Eliminated
Europeans,Womens,60m,2013,Gotenburg,2,2,NA,Hanna-Maari Latvala,7.34,0.164,Eliminated
Europeans,Womens,60m,2013,Gotenburg,2,2,NA,Barbora Proch‡zkov‡,7.42,0.17,Eliminated
Europeans,Womens,60m,2013,Gotenburg,2,2,NA,Tezdzhan Naimova,NA,0.159,Disqualified
Europeans,Womens,60m,2013,Gotenburg,3,1,NA,Mariya Ryemyen,7.1,0.144,Gold
Europeans,Womens,60m,2013,Gotenburg,3,1,NA,Myriam Soumar_,7.11,0.159,Silver
Europeans,Womens,60m,2013,Gotenburg,3,1,NA,Ivet Lalova,7.12,0.152,Bronze
Europeans,Womens,60m,2013,Gotenburg,3,1,NA,Dafne Schippers,7.14,0.15,Finalist
Europeans,Womens,60m,2013,Gotenburg,3,1,NA,Asha Philip,7.15,0.134,Finalist
Europeans,Womens,60m,2013,Gotenburg,3,1,NA,Ezinne Okparaebo,7.16,0.142,Finalist
Europeans,Womens,60m,2013,Gotenburg,3,1,NA,Verena Sailer,7.16,0.141,Finalist
Europeans,Womens,60m,2013,Gotenburg,3,1,NA,Tezdzhan Naimova,NA,0.162,Disqualified
Europeans,Womens,60m,2011,Paris,1,1,NA,Ezinne Okparaebo,7.21,NA,Qualified
Europeans,Womens,60m,2011,Paris,1,1,NA,V_ronique Mang,7.27,NA,Qualified
Europeans,Womens,60m,2011,Paris,1,1,NA,Manuela Levorato,7.34,NA,Qualified
Europeans,Womens,60m,2011,Paris,1,1,NA,Digna Luz Murillo,7.35,NA,FastestQualifier
Europeans,Womens,60m,2011,Paris,1,1,NA,Tanja Miti_,7.42,NA,Eliminated
Europeans,Womens,60m,2011,Paris,1,1,NA,Sara Strajnar,7.49,NA,Eliminated
Europeans,Womens,60m,2011,Paris,1,2,NA,Olesya Povh,7.18,NA,Qualified
Europeans,Womens,60m,2011,Paris,1,2,NA,Yeory’a Kokl—ni,7.28,NA,Qualified
Europeans,Womens,60m,2011,Paris,1,2,NA,Lina Grin_ikait_,7.28,NA,Qualified
Europeans,Womens,60m,2011,Paris,1,2,NA,Dafne Schippers,7.3,NA,FastestQualifier
Europeans,Womens,60m,2011,Paris,1,2,NA,Andreea Ogr_zeanu,7.5,NA,Eliminated
Europeans,Womens,60m,2011,Paris,1,2,NA,Sandra Parlov,7.6,NA,Eliminated
Europeans,Womens,60m,2011,Paris,1,2,NA,Diane Borg,7.69,NA,Eliminated
Europeans,Womens,60m,2011,Paris,1,3,NA,Hrystyna Stuy,7.27,NA,Qualified
Europeans,Womens,60m,2011,Paris,1,3,NA,Myriam Soumar_,7.27,NA,Qualified
Europeans,Womens,60m,2011,Paris,1,3,NA,Jodie Williams,7.31,NA,Qualified
Europeans,Womens,60m,2011,Paris,1,3,NA,Ailis McSweeney,7.38,NA,FastestQualifier
Europeans,Womens,60m,2011,Paris,1,3,NA,Lena Berntsson,7.45,NA,Eliminated
Europeans,Womens,60m,2011,Paris,1,3,NA,Nina Kova_i_,7.49,NA,Eliminated
Europeans,Womens,60m,2011,Paris,1,3,NA,Mariya Ryemyen,7.17,NA,Qualified
Europeans,Womens,60m,2011,Paris,1,4,NA,Bernice Wilson,7.3,NA,Qualified
Europeans,Womens,60m,2011,Paris,1,4,NA,S—nia Tavares,7.36,NA,Qualified
Europeans,Womens,60m,2011,Paris,1,4,NA,Inna Eftimova,7.37,NA,FastestQualifier
Europeans,Womens,60m,2011,Paris,1,4,NA,Kate_ina _echov‡,7.42,NA,Eliminated
Europeans,Womens,60m,2011,Paris,1,4,NA,Amparo Mar’a Cot‡n,7.46,NA,Eliminated
Europeans,Womens,60m,2011,Paris,2,1,NA,Mariya Ryemyen,7.16,0.234,Qualified
Europeans,Womens,60m,2011,Paris,2,1,NA,V_ronique Mang,7.2,0.146,Qualified
Europeans,Womens,60m,2011,Paris,2,1,NA,Hrystyna Stuy,7.22,0.217,Qualified
Europeans,Womens,60m,2011,Paris,2,1,NA,Lina Grin_ikait_,7.27,0.194,Qualified
Europeans,Womens,60m,2011,Paris,2,1,NA,Bernice Wilson,7.28,0.198,Eliminated
Europeans,Womens,60m,2011,Paris,2,1,NA,Dafne Schippers,7.3,0.17,Eliminated
Europeans,Womens,60m,2011,Paris,2,1,NA,Ailis McSweeney,7.34,0.161,Eliminated
Europeans,Womens,60m,2011,Paris,2,1,NA,S—nia Tavares,7.4,0.183,Eliminated
Europeans,Womens,60m,2011,Paris,2,2,NA,Olesya Povh,7.13,0.178,Qualified
Europeans,Womens,60m,2011,Paris,2,2,NA,Myriam Soumar_,7.18,0.202,Qualified
Europeans,Womens,60m,2011,Paris,2,2,NA,Ezinne Okparaebo,7.2,0.161,Qualified
Europeans,Womens,60m,2011,Paris,2,2,NA,Jodie Williams,7.21,0.157,Qualified
Europeans,Womens,60m,2011,Paris,2,2,NA,Yeory’a Kokl—ni,7.23,0.216,Eliminated
Europeans,Womens,60m,2011,Paris,2,2,NA,Inna Eftimova,7.32,0.178,Eliminated
Europeans,Womens,60m,2011,Paris,2,2,NA,Digna Luz Murillo,7.34,0.163,Eliminated
Europeans,Womens,60m,2011,Paris,2,2,NA,Manuela Levorato,7.36,0.173,Eliminated
Europeans,Womens,60m,2011,Paris,3,1,NA,Olesya Povh,7.13,0.156,Gold
Europeans,Womens,60m,2011,Paris,3,1,NA,Mariya Ryemyen ,7.15,0.222,Silver
Europeans,Womens,60m,2011,Paris,3,1,NA,Ezinne Okparaebo,7.2,0.152,Bronze
Europeans,Womens,60m,2011,Paris,3,1,NA,Jodie Williams,7.21,0.156,Finalist
Europeans,Womens,60m,2011,Paris,3,1,NA,Hrystyna Stuy,7.21,0.196,Finalist
Europeans,Womens,60m,2011,Paris,3,1,NA,V_ronique Mang,7.22,0.151,Finalist
Europeans,Womens,60m,2011,Paris,3,1,NA,Myriam Soumar_,7.24,0.195,Finalist
Europeans,Womens,60m,2011,Paris,3,1,NA,Lina Grin_ikait_,NA,NA,DNS
Europeans,Womens,60m,2009,Torin,1,1,NA,Anna Geflikh,7.3,0.171,Qualified
Europeans,Womens,60m,2009,Torin,1,1,NA,Emma Rienas,7.32,0.154,Qualified
Europeans,Womens,60m,2009,Torin,1,1,NA,Lina Grin_ikait_,7.37,0.197,Qualified
Europeans,Womens,60m,2009,Torin,1,1,NA,Ayodel_ Ikuesan,7.38,0.18,Eliminated
Europeans,Womens,60m,2009,Torin,1,1,NA,Yuliya Balykina,7.41,0.176,Eliminated
Europeans,Womens,60m,2009,Torin,1,1,NA,Niamh Whelan ,7.49,0.172,Eliminated
Europeans,Womens,60m,2009,Torin,1,1,NA,Jekaterina _ekele,7.65,0.219,Eliminated
Europeans,Womens,60m,2009,Torin,1,2,NA,Yevgeniya Polyakova,7.3,0.154,Qualified
Europeans,Womens,60m,2009,Torin,1,2,NA,Inna Eftimova,7.31,0.177,Qualified
Europeans,Womens,60m,2009,Torin,1,2,NA,Maria Aurora Salvagno,7.34,0.135,Qualified
Europeans,Womens,60m,2009,Torin,1,2,NA,Bettina MŸller-Weissina,7.34,0.165,Eliminated
Europeans,Womens,60m,2009,Torin,1,2,NA,Folake Akinyemi,7.37,0.139,Eliminated
Europeans,Womens,60m,2009,Torin,1,2,NA,Ailis McSweeney,7.51,0.15,Eliminated
Europeans,Womens,60m,2009,Torin,1,2,NA,Bel_n Recio,7.58,0.141,Eliminated
Europeans,Womens,60m,2009,Torin,1,2,NA, Ivana Rozman,8.05,0.201,Eliminated
Europeans,Womens,60m,2009,Torin,1,3,NA,Ezinne Okparaebo,7.22,0.171,Qualified
Europeans,Womens,60m,2009,Torin,1,3,NA,Verena Sailer,7.3,0.15,Qualified
Europeans,Womens,60m,2009,Torin,1,3,NA,Anita Pistone,7.33,0.202,Qualified
Europeans,Womens,60m,2009,Torin,1,3,NA,Lina Jacques-S_bastien,7.43,0.191,Eliminated
Europeans,Womens,60m,2009,Torin,1,3,NA,Amparo Mar’a Cot‡n,7.48,0.225,Eliminated
Europeans,Womens,60m,2009,Torin,1,3,NA,Yelizaveta Bryzgina,7.63,0.313,Eliminated
Europeans,Womens,60m,2009,Torin,1,3,NA,Anna Olsson,7.7,0.246,Eliminated
Europeans,Womens,60m,2009,Torin,1,3,NA,Rotem Battat-Golan,7.83,0.204,Eliminated
Europeans,Womens,60m,2009,Torin,1,4,NA,Natalya Murinovich,7.31,0.16,Qualified
Europeans,Womens,60m,2009,Torin,1,4,NA,Lena Berntsson,7.32,0.189,Qualified
Europeans,Womens,60m,2009,Torin,1,4,NA,Angela Moro_anu,7.39,0.22,Qualified
Europeans,Womens,60m,2009,Torin,1,4,NA,Martina Giovanetti,7.4,0.167,Eliminated
Europeans,Womens,60m,2009,Torin,1,4,NA,Aksana Drahun,7.43,0.22,Eliminated
Europeans,Womens,60m,2009,Torin,1,4,NA,Liene Puri_a,7.49,0.192,Eliminated
Europeans,Womens,60m,2009,Torin,1,4,NA,Edita Kavaliauskien_,7.52,0.186,Eliminated
Europeans,Womens,60m,2009,Torin,1,4,NA,Lara Scerri,7.98,0.205,Eliminated
Europeans,Womens,60m,2009,Torin,2,1,NA,Verena Sailer,7.17,0.105,Qualified
Europeans,Womens,60m,2009,Torin,2,1,NA,Ezinne Okparaebo,7.22,0.159,Qualified
Europeans,Womens,60m,2009,Torin,2,1,NA,Anita Pistone,7.32,0.138,Qualified
Europeans,Womens,60m,2009,Torin,2,1,NA,Lena Berntsson,7.34,0.189,Qualified
Europeans,Womens,60m,2009,Torin,2,1,NA,Bettina MŸller-Weissina,7.34,0.152,Eliminated
Europeans,Womens,60m,2009,Torin,2,1,NA,Natalya Murinovich,7.37,0.167,Eliminated
Europeans,Womens,60m,2009,Torin,2,1,NA,Martina Giovanetti,7.41,0.134,Eliminated
Europeans,Womens,60m,2009,Torin,2,1,NA,Angela Moro_anu,7.42,0.19,Eliminated
Europeans,Womens,60m,2009,Torin,2,2,NA,Yevgeniya Polyakova,7.25,0.166,Qualified
Europeans,Womens,60m,2009,Torin,2,2,NA,Anna Geflikh,7.29,0.223,Qualified
Europeans,Womens,60m,2009,Torin,2,2,NA,Lina Grin_ikait_,7.34,0.214,Qualified
Europeans,Womens,60m,2009,Torin,2,2,NA,Maria Aurora Salvagno,7.38,0.159,Qualified
Europeans,Womens,60m,2009,Torin,2,2,NA,Folake Akinyemi,7.38,0.168,Eliminated
Europeans,Womens,60m,2009,Torin,2,2,NA,Emma Rienas,7.4,0.201,Eliminated
Europeans,Womens,60m,2009,Torin,2,2,NA,Ayodel_ Ikuesan,7.42,0.209,Eliminated
Europeans,Womens,60m,2009,Torin,2,2,NA,Inna Eftimova,7.45,0.202,Eliminated
Europeans,Womens,60m,2009,Torin,3,1,NA,Yevgeniya Polyakova,7.18,0.157,Gold
Europeans,Womens,60m,2009,Torin,3,1,NA,Ezinne Okparaebo,7.21,0.145,Silver
Europeans,Womens,60m,2009,Torin,3,1,NA,Verena Sailer,7.22,0.159,Bronze
Europeans,Womens,60m,2009,Torin,3,1,NA,Anna Geflikh,7.25,0.173,Finalist
Europeans,Womens,60m,2009,Torin,3,1,NA,Lena Berntsson,7.26,0.19,Finalist
Europeans,Womens,60m,2009,Torin,3,1,NA,Anita Pistone,7.33,0.161,Finalist
Europeans,Womens,60m,2009,Torin,3,1,NA,Lina Grin_ikait_,7.38,0.225,Finalist
Europeans,Womens,60m,2009,Torin,3,1,NA,Maria Aurora Salvagno,7.43,0.151,Finalist
